,bacteria,mean,std
0,AM,1.2421696153846153,0.19742740450665455
1,BA,1.5062471719457013,0.03269118454036227
2,BOB,0.9505192307692308,0.19965371476106225
3,BOV,0.6001942307692307,0.11545016717572626
4,BT,1.7420512820512821,0.006130427049798758
5,EC,1.505625641025641,0.025580196711374507
6,FP,1.5381846153846155,0.04365306239311914
7,LB,0.7510802884615384,0.027485657459096983
8,LJ,1.1966442307692309,0.08780363271359998
9,RI,0.7374226923076922,0.1317394699154997
