well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
C7;BOV;BOB;s;7;C;"BOB_SM
AM";0,05536311692043202;0,315375;3,4620768674680340
C8;BOB;BOB;s;8;C;"BOB_SM
AM";0,12215030771112124;0,790750;1,4804785732215882
C9;AM;BOB;s;9;C;"BOB_SM
AM";0,16020696195049980;0,695625;-0,2073082541722801
C10;RI;BOB;s;10;C;"BOB_SM
AM";0,03374042659833020;0,024375;0,5415271651410517
C12;AM;;p;12;C;"BOB_SM
AM";0,21458781948351441;1,282250;1,3112367902267108
D1;EC;BOB;s;1;D;"BOB_SM
RI";0,21600665483929110;0,358625;0,1521854613128579
D2;BA;BOB;s;2;D;"BOB_SM
RI";0,24392776425560314;1,513625;-0,0226690078404756
D3;FP;BOB;s;3;D;"BOB_SM
RI";0,02713227035726390;0,053375;-0,0436609401038113
D4;BT;BOB;s;4;D;"BOB_SM
RI";0,05372073059210597;0,327625;0,0358279978664752
D5;LJ;BOB;s;5;D;"BOB_SM
RI";0,31482386576041482;1,003750;0,7377372893511078
D6;LB;BOB;s;6;D;"BOB_SM
RI";0,04805963130230603;0,307000;3,4281230967122394
D7;BOV;BOB;s;7;D;"BOB_SM
RI";0,04934017441870099;0,289000;4,0201021312120062
D8;BOB;BOB;s;8;D;"BOB_SM
RI";0,10244846289916797;0,680500;0,5396476361612815
D9;AM;BOB;s;9;D;"BOB_SM
RI";0,12808018468660395;0,603375;0,5682150522581950
D10;RI;BOB;s;10;D;"BOB_SM
RI";0,02368504067437737;0,020250;-0,6979231547986620
D12;RI;;p;12;D;"BOB_SM
RI";0,27495127355128729;0,540625;12,4830070017300621
E1;EC;BA;s;1;E;"BA_SM
";0,07228655151810792;0,103375;-1,0421727414423962
E2;BA;BA;s;2;E;"BA_SM
";0,13038935745643437;0,850750;-0,9645494457188019
E3;FP;BA;s;3;E;"BA_SM
";0,00970127032489001;0,028875;-7,4070345320972617
E4;BT;BA;s;4;E;"BA_SM
";0,10541086891210727;0,443375;-1,1477157995903404
E5;LJ;BA;s;5;E;"BA_SM
";0,18263082609634929;0,941625;0,8382568844615266
E6;LB;BA;s;6;E;"BA_SM
";0,08705293431934294;0,121500;0,8095625469146096
E7;BOV;BA;s;7;E;"BA_SM
";0,06576051376179365;0,175375;-0,0757727254886926
E8;BOB;BA;s;8;E;"BA_SM
";0,12466509081608784;0,152375;-0,4071638193502864
E9;AM;BA;s;9;E;"BA_SM
";0,01340268172035612;0,054000;23,0615374758109262
E10;RI;BA;s;10;E;"BA_SM
";0,01807034821891600;0,015875;-0,1383274956453587
F1;EC;BA;s;1;F;"BA_SM
";0,08981169428935690;0,118750;-0,5149273744355132
F2;BA;BA;s;2;F;"BA_SM
";0,10904428418941388;0,809375;-0,8325926755470310
F3;FP;BA;s;3;F;"BA_SM
";0,00831637546573643;0,025750;-5,3130301656562606
F4;BT;BA;s;4;F;"BA_SM
";0,08859624427312245;0,415750;-0,7480735173505086
F5;LJ;BA;s;5;F;"BA_SM
";0,18723114891372000;0,912000;1,2707529998103637
F6;LB;BA;s;6;F;"BA_SM
";0,05905438006546853;0,075750;0,1583837457410698
F7;BOV;BA;s;7;F;"BA_SM
";0,03991010352371481;0,097125;-0,6747629264987631
F8;BOB;BA;s;8;F;"BA_SM
";0,12802150445806398;0,183250;-0,4603040151143274
F9;AM;BA;s;9;F;"BA_SM
";0,00762715804860050;0,029375;7,3723045221629793
F10;RI;BA;s;10;F;"BA_SM
";0,01392728430478020;0,039250;-5,5759601468417506
G1;EC;BT;s;1;G;"BT_SM
";0,05799638483450680;0,121375;-1,3382844994448191
G2;BA;BT;s;2;G;"BT_SM
";0,15489588640831703;0,686125;-0,7514278550341797
G3;FP;BT;s;3;G;"BT_SM
";0,00530161068105737;0,016875;-5,3869095527821091
G4;BT;BT;s;4;G;"BT_SM
";0,10588962320863438;0,841375;7,6918598268982610
G5;LJ;BT;s;5;G;"BT_SM
";0,17215147935572869;0,963250;1,2392369448828322
G6;LB;BT;s;6;G;"BT_SM
";0,06735784554687142;0,112000;0,5272589285253727
G7;BOV;BT;s;7;G;"BT_SM
";0,07546240670155585;0,175875;0,3296055123162656
G8;BOB;BT;s;8;G;"BT_SM
";0,09636837504546450;0,185500;-0,6018587131558245
G9;AM;BT;s;9;G;"BT_SM
";0,00707891186887575;0,046000;3,1381483126762264
G10;RI;BT;s;10;G;"BT_SM
";0,02065521988825213;0,052125;-4,8302635059366077
H1;EC;BT;s;1;H;"BT_SM
";0,09056216748613860;0,113500;-0,4175582126484944
H2;BA;BT;s;2;H;"BT_SM
";0,11431830488386460;0,672375;-0,9020353204081035
H3;FP;BT;s;3;H;"BT_SM
";0,00906526559333937;0,017250;-4,8758885214492613
H4;BT;BT;s;4;H;"BT_SM
";0,08034150973161118;0,452375;-0,7500762256408995
H5;LJ;BT;s;5;H;"BT_SM
";0,17835498382105888;0,845500;1,6383198561175103
H6;LB;BT;s;6;H;"BT_SM
";0,04103959206366249;0,093375;-0,1306036496230482
H7;BOV;BT;s;7;H;"BT_SM
";0,04295373627613013;0,110375;-0,2277949864514381
H8;BOB;BT;s;8;H;"BT_SM
";0,05263331265984073;0,161375;-0,9941710378865719
H9;AM;BT;s;9;H;"BT_SM
";0,00883361653861912;0,037125;1,7249607029542957
H10;RI;BT;s;10;H;"BT_SM
";0,02315522163185234;0,035500;-3,5266654040356844
