well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
D9;AM;AM;s;9;D;AM_SM;0,14113046664820156;0,6420000000000000;8,4382461948485350
D10;RI;AM;s;10;D;AM_SM;0,04535573441223308;0,0490000000000000;18,6097676508847343
E1;EC;;p;1;E;MM;-0,00242957234928964;0,0432307692307692;9,1350701357291424
E2;BA;;p;2;E;MM;-0,00193833796387905;0,0310000000000000;9,1997165123872726
E3;FP;;p;3;E;MM;0,01720811633344146;0,0328461538461539;24,0068512378765782
E4;BT;;p;4;E;MM;0,01322144184749565;0,0321538461538461;25,1819350509935305
E5;LJ;;p;5;E;MM;0,03822917288951162;0,0500769230769231;-0,9217183134280630
E6;LB;;p;6;E;MM;0,01734065690391285;0,0303076923076923;23,5447257347138077
E7;BOV;;p;7;E;MM;0,01511554659458053;0,0373076923076923;27,5505265552991609
E8;BOB;;p;8;E;MM;0,01960280191487348;0,0321538461538461;24,4775823141706006
E9;AM;;p;9;E;MM;0,29404750419263292;1,3301538461538460;3,9127545695243793
E10;RI;;p;10;E;MM;0,14163281425004051;0,7675384615384616;6,5066822116782452
F1;EC;;p;1;F;MM;0,22448317146402649;1,5367692307692307;11,6475172973549110
F2;BA;;p;2;F;MM;0,32601704781086799;1,5378461538461536;0,2945535394296429
F3;FP;;p;3;F;MM;0,24522862258059122;1,5959230769230770;11,4754726897338468
F4;BT;;p;4;F;MM;0,36012168694594721;1,7415384615384615;0,8650446304804911
F5;LJ;;p;5;F;MM;0,24912038413277493;1,0744615384615386;1,7122488461842071
F6;LB;;p;6;F;MM;0,11251628819297969;0,7719999999999999;6,0038184699608328
F7;BOV;;p;7;F;MM;0,06571723319160429;0,5235384615384615;2,0115350791255113
F8;BOB;;p;8;F;MM;0,09734078183165239;0,8600000000000000;11,2586941484985754
F9;AM;;p;9;F;MM;0,28458447277060755;1,2100000000000000;4,4285618228434043
F10;RI;;p;10;F;MM;0,18667772296838467;0,9013846153846152;6,4869039607876413
G1;EC;;p;1;G;MM;0,20267712738218421;1,4813846153846153;1,5859368488620731
G2;BA;;p;2;G;MM;0,26206441719830703;1,5206153846153845;0,4883173626360718
G3;FP;;p;3;G;MM;0,24564561774317673;1,5160000000000000;12,3577532755923940
G4;BT;;p;4;G;MM;0,31421825973283168;1,7493076923076925;1,4270419415803994
G5;LJ;;p;5;G;MM;0,31881253681063670;1,1798461538461538;2,7889384499224441
G6;LB;;p;6;G;MM;0,11356938830079426;0,7429230769230768;7,0405800822666667
G7;BOV;;p;7;G;MM;0,07051373713661577;0,6022307692307691;3,2808670575305015
G8;BOB;;p;8;G;MM;0,11408687260993268;0,8613846153846154;13,1642356352963397
G9;AM;;p;9;G;MM;0,29530366422379761;1,3224615384615384;3,9137673411190859
G10;RI;;p;10;G;MM;0,16426857211820353;0,8087692307692307;6,8380310781783642
H1;EC;;p;1;H;MM;0,21493460820337643;1,5017692307692307;1,7302515155132199
H2;BA;;p;2;H;MM;0,17258962078097556;1,4857692307692307;0,6690569426666374
H3;FP;;p;3;H;MM;0,29647288510129499;1,4997692307692307;13,2818255760554411
H4;BT;;p;4;H;MM;0,32628744339955867;1,7356923076923079;1,1786041766829320
H5;LJ;;p;5;H;MM;0,30758951170504728;1,2223076923076923;2,4020965973851376
H6;LB;;p;6;H;MM;0,11215624667367649;0,7103846153846154;7,0915534689709361
H7;BOV;;p;7;H;MM;0,05917164140988180;0,4936153846153846;3,7165904997491355
H8;BOB;;p;8;H;MM;0,11588620527383821;0,8013846153846154;12,9825192258894919
H9;AM;;p;9;H;MM;0,25616633469527472;1,3311538461538461;3,4667326134909970
H10;RI;;p;10;H;MM;0,14186670943327159;0,6894615384615383;6,5942629805062518
