well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
A1;EC;LJ;s;1;A;LJ_SM;0,29573696569373453;0,4209230769230770;1,6433517891315610
A2;BA;LJ;s;2;A;LJ_SM;0,30055677991499274;1,6858461538461538;0,4085589345252345
A3;FP;LJ;s;3;A;LJ_SM;0,35817642618834683;1,7886153846153845;9,8399541823616836
A4;BT;LJ;s;4;A;LJ_SM;0,41986389183257411;1,8173076923076923;1,5126157729229437
A5;LJ;LJ;s;5;A;LJ_SM;0,32530504631021495;1,1067692307692307;2,7128254887294245
A6;LB;LJ;s;6;A;LJ_SM;0,13643713527664048;0,5789230769230769;4,6199182178043854
A7;BOV;LJ;s;7;A;LJ_SM;0,15866832017671950;0,9212307692307691;2,1011259699015965
A8;BOB;LJ;s;8;A;LJ_SM;0,14742010299889882;0,7327692307692307;13,2643758625816961
A9;AM;LJ;s;9;A;LJ_SM;0,47388811673579612;1,3593846153846154;4,3350771280533325
A10;RI;LJ;s;10;A;LJ_SM;0,29908669988853376;1,4383076923076923;4,4792214328547946
A12;None;;p;12;A;LJ_SM;0,01085709259027647;0,0000000010000000;-0,6716481374670678
B1;EC;LJ;s;1;B;LJ_SM;0,29921305541609744;0,4052307692307692;1,9051849439918553
B2;BA;LJ;s;2;B;LJ_SM;0,32170791204490617;1,7123846153846154;0,1629813723339839
B3;FP;LJ;s;3;B;LJ_SM;0,30959683653281050;1,7620000000000000;8,9585600758725050
B4;BT;LJ;s;4;B;LJ_SM;0,42765075032578781;1,8577692307692306;0,9827761212871786
B5;LJ;LJ;s;5;B;LJ_SM;0,32385707483125042;1,0418461538461536;2,8826797038827374
B6;LB;LJ;s;6;B;LJ_SM;0,14595728545115272;0,5763076923076924;5,0797523611755091
B7;BOV;LJ;s;7;B;LJ_SM;0,16553690947283953;0,9250769230769229;2,1490780685814244
B8;BOB;LJ;s;8;B;LJ_SM;0,15164632085487695;1,1773076923076924;0,1662856586848508
B9;AM;LJ;s;9;B;LJ_SM;0,43554170612865384;1,2786923076923078;4,3416511897886112
B10;RI;LJ;s;10;B;LJ_SM;0,28643261379936547;1,3699230769230770;5,9865659262463362
B12;None;;p;12;B;LJ_SM;0,01411206118082700;0,0000000010000000;29,3331242236124581
C1;EC;AM;s;1;C;AM_SM;0,16606705013609632;0,2423846153846154;2,4639869426026859
C2;BA;AM;s;2;C;AM_SM;0,28305212135200608;1,4643076923076923;0,0490219763602603
C3;FP;AM;s;3;C;AM_SM;0,32569792784161850;1,5457692307692308;11,1899910279525532
C4;BT;AM;s;4;C;AM_SM;0,36809225801552642;1,6758461538461538;0,7349628962917424
C5;LJ;AM;s;5;C;AM_SM;0,29308693633868704;1,0859999999999999;2,3477928200474310
C6;LB;AM;s;6;C;AM_SM;0,09185204549568488;0,2586923076923077;8,1687916466847863
C7;BOV;AM;s;7;C;AM_SM;0,06951323128403504;0,4179230769230770;1,0011058099809735
C8;BOB;AM;s;8;C;AM_SM;0,07810748807694637;0,2846153846153846;1,3436326537254810
C9;AM;AM;s;9;C;AM_SM;0,16350914440448933;0,6419230769230768;8,5079946655862901
C10;RI;AM;s;10;C;AM_SM;0,06011686076077279;0,0129230769230769;19,9846278315104762
C12;None;;p;12;C;AM_SM;-0,00457874783548533;0,0000000010000000;-1,2765415413412775
D1;EC;AM;s;1;D;AM_SM;0,35707220399882650;1,7833076923076923;8,4472174455982341
D2;BA;AM;s;2;D;AM_SM;0,30388882191288652;1,5015384615384615;-0,2788410894146341
D3;FP;AM;s;3;D;AM_SM;0,30488176269448852;1,5130000000000001;11,4807731528210510
D4;BT;AM;s;4;D;AM_SM;0,33122716751497194;1,6796153846153845;0,4697461892276502
D5;LJ;AM;s;5;D;AM_SM;0,26521147957934904;1,0649999999999999;2,0220904890571343
D6;LB;AM;s;6;D;AM_SM;0,05607853879692624;0,2349230769230770;4,2235315381076441
D7;BOV;AM;s;7;D;AM_SM;0,06526673713433177;0,3889230769230769;2,3973734634400734
D8;BOB;AM;s;8;D;AM_SM;0,05662229668089026;0,1443846153846154;2,5120654621943928
D9;AM;AM;s;9;D;AM_SM;0,15151032360564029;0,6399230769230768;8,2930569716518061
D10;RI;AM;s;10;D;AM_SM;0,05157179816012348;0,0469230769230769;18,7527378273493461
E1;EC;;p;1;E;MM;-0,00272634882502073;0,0436923076923077;6,0012361375914978
E2;BA;;p;2;E;MM;-0,00216409651100848;0,0300000000000000;8,8429313148653108
E3;FP;;p;3;E;MM;0,01922378062457548;0,0324615384615385;24,2531907176192760
E4;BT;;p;4;E;MM;0,01490819460653927;0,0316153846153846;24,6537122877268224
E5;LJ;;p;5;E;MM;0,04298583926949040;0,0510000000000000;-0,8047337692931508
E6;LB;;p;6;E;MM;0,01867898830108419;0,0294615384615385;24,0406111237116065
E7;BOV;;p;7;E;MM;0,01682702009974394;0,0368461538461539;27,1420939252623548
E8;BOB;;p;8;E;MM;0,02194791600995337;0,0315384615384615;24,6962897651456785
E9;AM;;p;9;E;MM;0,31256071079533548;1,3350000000000000;3,8626446146915199
E10;RI;;p;10;E;MM;0,15211199856654919;0,7680000000000000;6,4326807945486548
F1;EC;;p;1;F;MM;0,23280797457912128;1,5375384615384615;11,5652297016844354
F2;BA;;p;2;F;MM;0,34328282687544437;1,5391538461538463;0,2929175639445952
F3;FP;;p;3;F;MM;0,25673910804585220;1,5989230769230769;11,3883428959871775
F4;BT;;p;4;F;MM;0,38075861643493142;1,7406153846153847;0,8484215930806419
F5;LJ;;p;5;F;MM;0,25812930274062057;1,0743076923076922;1,6249836290070456
